ticker,mean,std,skew,excess_kurtosis
SPY,0.0005642316717938672,0.011208215857619067,-0.3119468129227958,14.164199776303269
QQQ,0.0007721673567009926,0.01384718903041181,-0.19334413844771275,7.641116289677434
GLD,0.0004936519657781579,0.009289854759491782,-0.1778989360956708,3.207635397152959
VOO,0.0005674833966178175,0.011254781266412635,-0.36106437967473753,15.03882879361086
