Date,SPY,QQQ,GLD,VOO
2015-01-05,-0.01805950323383243,-0.014668830657009857,0.015077149308345472,-0.01756859147719092
2015-01-06,-0.009418741886044746,-0.013408466528359586,0.011398960794795743,-0.009833145208664296
2015-01-07,0.012461037932960384,0.012891144678233823,-0.005891414149803653,0.012495169757752222
2015-01-08,0.017744748374336927,0.01913993164228267,-0.00420851895976293,0.017568901704612783
2015-01-09,-0.008013284869605952,-0.006583148988992038,0.011385196369055883,-0.0084214181118063
2015-01-12,-0.007833367357460208,-0.01042688764914168,0.011086435260788896,-0.0074234842046456695
2015-01-13,-0.0028130363262558467,-0.0002954153514515001,-0.003373767752371082,-0.002636934542915692
2015-01-14,-0.006036928936474784,-0.005516158380593161,-0.0016080097792615655,-0.0058810205172767915
2015-01-15,-0.009160753221156392,-0.012975216194026973,0.025175902263040006,-0.00933459759234645
2015-01-16,0.013114290589304689,0.011741034209397094,0.013064281211881523,0.012381089393829425
2015-01-20,0.0021325813692603113,0.007934561754201042,0.013712049879254229,0.002489026766182345
2015-01-21,0.005047685145543879,0.005117877400188764,0.00024159749942587183,0.005235800978783622
2015-01-22,0.01487120759573246,0.018503732602873635,0.008049585228834255,0.015303687061770876
2015-01-23,-0.0054829055913031555,0.0022108845571831015,-0.007985306821000182,-0.0054998661567334794
2015-01-26,0.0023419805840254604,-0.0011510260802696237,-0.00998152990144674,0.001967292034087409
2015-01-27,-0.013190739917983252,-0.02592653639493958,0.011464376669647391,-0.013109515815853845
2015-01-28,-0.012824134106482088,-0.005126301837764524,-0.00787784039319106,-0.013176090092624104
2015-01-29,0.009243608665935987,0.009611607849687953,-0.021552390797103027,0.009700575280287449
2015-01-30,-0.012575102981825292,-0.007753527332193477,0.022275544587827323,-0.012306604432756663
2015-02-02,0.012384202954005996,0.00870438696244924,-0.008343449208254805,0.011476325499098605
2015-02-03,0.014461145156765998,0.009609812770297932,-0.011190942147351168,0.014587474669207623
2015-02-04,-0.003807762160763839,-0.0008742700550097293,0.0043783458565487265,-0.0034083658364604252
2015-02-05,0.010095026085423786,0.008651798382564246,0.0017272502164005221,0.010152601224938218
2015-02-06,-0.002765590504704596,-0.0060719860689972815,-0.025864204796777424,-0.002803953650077018
2015-02-09,-0.0044756895121049745,-0.0031999446537804843,0.004467285755423989,-0.004561439046440907
2015-02-10,0.010653443176519062,0.015564121945318421,-0.005873936049321848,0.010657325597575484
2015-02-11,0.0005803527001324582,0.0036398043916052725,-0.011817350480741395,0.0006856738209988222
2015-02-12,0.009616745066190369,0.011643566789796944,0.0023062837940568404,0.009273185133981121
2015-02-13,0.004116335468376198,0.00858526438907603,0.005454295543013465,0.004385349617981094
